,id,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_Type,fl_double_glazing,cadastral_income
1245,10847740,302000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,50.4449137,4.8741478,,93.0,,,2.0,USA_HYPER_EQUIPPED,0,0,1,28.0,0,0,0,1,5.0,,,GAS,1,0
1246,10847750,302000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,50.4449137,4.8741478,2022.0,103.0,,,3.0,USA_HYPER_EQUIPPED,0,0,1,6.0,0,0,0,1,5.0,,,GAS,1,0
1247,10847747,307000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,50.4449137,4.8741478,2022.0,103.0,,,3.0,USA_HYPER_EQUIPPED,0,0,1,6.0,0,0,0,1,5.0,,,GAS,1,0
1248,10847784,312000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,50.4449137,4.8741478,2022.0,111.0,,,3.0,USA_SEMI_EQUIPPED,0,0,1,11.0,0,0,0,1,5.0,,,GAS,1,0
1249,10847759,314000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,50.4449137,4.8741478,2022.0,117.0,,,3.0,USA_HYPER_EQUIPPED,0,0,1,8.0,0,0,0,1,5.0,,,GAS,1,0
1250,10847757,320000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,50.4449137,4.8741478,2022.0,117.0,,,3.0,USA_HYPER_EQUIPPED,0,0,1,8.0,0,0,0,1,5.0,,,GAS,1,0
1251,10847765,359000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,,,2022.0,119.0,,,3.0,USA_HYPER_EQUIPPED,0,0,1,28.0,0,0,0,1,5.0,,,GAS,0,0
1252,10847776,369000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,50.4449137,4.8741478,2022.0,112.0,,,3.0,USA_HYPER_EQUIPPED,0,0,1,19.0,0,0,0,1,5.0,,,GAS,0,0
1253,11195202,359000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,,,2023.0,137.0,,2.0,3.0,USA_INSTALLED,0,0,1,26.0,0,0,0,0,5.0,103.0,6.0,GAS,0,0
1254,11284436,240000,0.0,HOUSE,Wallonia,Namur,Namur,5000,50.4605332,4.8383188,1953.0,100.0,103.0,2.0,2.0,SEMI_EQUIPPED,0,0,1,15.0,1,30,0,0,,263.0,4.0,GAS,1,956
1255,11118431,285000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,50.4672459,4.8639064,2026.0,72.0,,4.0,1.0,USA_INSTALLED,0,0,1,14.0,0,0,0,0,,80.0,7.0,GAS,1,0
1256,11190415,160000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,,,1976.0,47.0,,,1.0,INSTALLED,0,0,0,0.0,0,0,0,1,4.0,116.0,6.0,GAS,1,989
1257,11115472,250000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,,,1976.0,120.0,,2.0,2.0,NOT_INSTALLED,0,0,1,14.0,0,0,0,0,2.0,189.0,5.0,GAS,1,2057
1258,11173692,270000,1.0,GROUND_FLOOR,Wallonia,Namur,Namur,5000,50.4686548,4.8544958,2025.0,84.0,,4.0,2.0,USA_INSTALLED,0,0,1,35.0,0,0,0,1,5.0,80.0,7.0,,0,0
1259,11156380,355000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,50.4686548,4.8544958,2025.0,96.0,,4.0,2.0,USA_INSTALLED,0,0,1,20.0,0,0,0,1,5.0,80.0,7.0,,0,0
1260,11149669,365000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,,,1953.0,160.0,,2.0,3.0,INSTALLED,0,0,0,0.0,0,0,0,0,4.0,306.0,4.0,GAS,1,1856
1261,11099211,465000,1.0,APARTMENT,Wallonia,Namur,Namur,5000,,,2017.0,131.0,,,2.0,INSTALLED,0,0,1,9.0,0,0,0,1,5.0,52.0,7.0,GAS,0,2247
1262,11297774,450000,0.0,MANSION,Wallonia,Namur,Namur,5000,,,,170.0,333.0,2.0,4.0,USA_HYPER_EQUIPPED,0,0,1,13.0,1,260,0,0,6.0,206.0,5.0,GAS,1,1365
1263,11180624,168000,1.0,DUPLEX,Wallonia,Namur,Namur,5000,50.4635489,4.8708186,1977.0,60.0,,1.0,1.0,,0,0,0,0.0,0,0,0,1,5.0,204.0,5.0,GAS,0,980
1264,11281943,391319,1.0,APARTMENT,Wallonia,Namur,Namur,5000,50.4663683,4.8714176,,109.0,,,2.0,,0,0,1,16.0,0,0,0,1,5.0,,,,0,0
